'32000352;8;5.75;3;0;0;0;6;6.25;7.75
'32000353;5;6.25;2.2;0;0;0;4.5;7;8
'32000354;8.8;5.5;4.2;1.75;8.25;8.5;0;0;0
'32000355;6.4;6;5;0;0;0;7.75;7.25;9.75
'32000356;8;8.5;6.8;0;0;0;7;6.25;8.75
'32000357;7.8;6.75;3.8;7.25;5.5;4.75;0;0;0
'32000358;6.6;6.25;4;5.5;5.25;6.5;0;0;0
'32000359;8.6;6.5;4.4;6.5;7.5;5.75;0;0;0
'32000360;8.2;7.75;3.2;0;0;0;5.5;7;9.25
'32000361;7.6;6.25;3;0;0;0;4.5;7.25;7.75
'32000362;5.6;6.75;3.6;0;0;0;5.25;6.75;8.75
'32000363;7.4;6;5.8;7.75;3.5;4.5;0;0;0
'32000364;8.4;8;7.4;0;0;0;6.75;8.25;9.75
'32000365;0;7;0;0;0;0;6.75;7.5;0
'32000366;3.8;4.75;2.6;0;0;0;5.25;7.25;6
'32000367;7;0;0;7.5;8.25;0;0;0;0
'32000368;7.4;5;3.2;7.75;8;4;0;0;0
'32000369;8.8;0;0;9.25;9;0;0;0;0
'32000370;5.8;7.5;2.8;0;0;0;9.5;9;7.5
'32000371;7.8;6;4.2;0;0;0;6.5;8;8.25
'32000372;7;5;4.4;5.25;3.75;4.75;0;0;0
'32000373;8.8;6.75;7;7.25;8.75;8.5;0;0;0
'32000374;5.8;5;0;0;0;0;6.5;6.25;0
'32000375;0;4.25;0;0;0;0;4.5;3.75;0
'32000376;6.8;6;5;0;0;0;3.75;6.75;8.5
'32000377;0;0;0;0;0;0;0;0;0
'32000378;6.2;7.5;3.8;0;0;0;4.75;5.75;8
'32000379;7;7.5;3.6;0;0;0;4.75;7.5;8.5
'32000380;5.2;6.5;2.6;0;0;0;3;7.5;8
'32000381;4.6;6.75;3.2;0;0;0;8.5;7.75;8.75
'32000382;6.2;7;3.4;0;0;0;7;8;8.25
'32000383;6;6;3.8;0;0;0;4.75;6.5;7
'32000384;8.2;8;4.6;0;0;0;9;8.75;7.5
'32000385;5.4;5;3.6;0;0;0;5.5;8.25;9.25
'32000386;5.6;5.25;0;0;0;0;4.75;5.5;0
'32000387;5.6;5.25;2.8;0;0;0;3.25;6;8
'32000388;6;5;0;0;0;0;5;6.5;0
'32000389;0;8;0;0;0;0;9.5;8.5;0
'32000390;6.2;8.25;5.6;0;0;0;5.25;7.75;8.75
'32000391;4;5.75;2.6;0;0;0;3.25;4.75;6.25
'32000392;5.8;5.5;2;0;0;0;5.25;6.25;8
'32000393;6.8;6;2;0;0;0;4.25;8.75;8.75
'32000394;5.2;6.25;3.8;0;0;0;5.75;6.5;8.75
'32000395;5.8;4.5;2.2;0;0;0;4.75;7.75;8
'32000396;4.4;6.25;2.6;0;0;0;4.5;7;8.25
'32000397;9.2;0;0;8;8;0;0;0;0
'32000398;3.4;6.5;1.4;0;0;0;3.5;6.25;6.5
'32000399;5;6;3.6;0;0;0;4;6.75;8.25
'32000400;7.2;6.25;4.6;0;0;0;5.5;6.5;8.5
'32000401;3.4;7.75;2.2;0;0;0;6.5;7.75;9
'32000402;4.4;5.5;2.6;0;0;0;4.75;5.75;8.25
'32000403;6.8;7.5;0;0;0;0;7.5;7.5;0
'32000404;7.4;7;6;0;0;0;5.25;7;8
'32000405;6.4;6;0;0;0;0;4.5;6.5;0
