No,Math,Van,Anh,Ly,Hoa,Sinh,Su,Dia,GDCD,KhoiA,KhoiA1,KhoiB,KhoiD
'32001106,6.8,6,2.2,0,0,0,3.75,7.25,8.5,6.8,9,6.8,15
'32000202,6.8,7,3.6,0,0,0,5.5,8,8.5,6.8,10.4,6.8,17.4
'32000393,6.8,6,2,0,0,0,4.25,8.75,8.75,6.8,8.8,6.8,14.8
'32002149,6.8,6.5,4,0,0,0,7.5,7.75,8.75,6.8,10.8,6.8,17.3
'32001633,6.8,7.25,2.6,0,0,0,9,9.25,9.25,6.8,9.4,6.8,16.65
'32001505,6.8,8.5,6.4,0,0,0,7,7.25,8,6.8,13.2,6.8,21.7
'32001039,6.8,5.25,4.8,0,0,0,3.5,6.5,6.75,6.8,11.6,6.8,16.85
'32001509,6.8,6.25,4.4,0,0,0,5.5,7,8.5,6.8,11.2,6.8,17.45
'32001191,6.8,6.75,2.6,0,0,0,7,9,9.25,6.8,9.4,6.8,16.15
'32000137,6.8,8.25,4.8,0,0,0,7.75,9,8,6.8,11.6,6.8,19.85
'32002434,6.8,6.75,4,0,0,0,6.25,7,8.75,6.8,10.8,6.8,17.55
'32000512,6.8,5.25,0,0,0,0,7.5,7.5,0,6.8,6.8,6.8,12.05
'32001292,6.8,5.25,1.4,0,0,0,5.5,7.5,8.25,6.8,8.2,6.8,13.45
'32001793,6.8,6.5,4.4,0,0,0,5,8.25,8.5,6.8,11.2,6.8,17.7
'32001201,6.8,5.25,3.2,0,0,0,5.75,7.75,8.75,6.8,10,6.8,15.25
'32002716,6.8,5.5,4.8,0,0,0,4.75,6.75,8,6.8,11.6,6.8,17.1
'32000875,6.8,7,2.8,0,0,0,3.75,7,8.25,6.8,9.6,6.8,16.6
'32000915,6.8,8.5,3,0,0,0,6.5,7.75,9.25,6.8,9.8,6.8,18.3
'32001663,6.8,4.5,2.8,0,0,0,3,5.75,6.75,6.8,9.6,6.8,14.1
'32000439,6.8,8,2,0,0,0,4.75,7.5,8.5,6.8,8.8,6.8,16.8
'32002857,6.8,5.75,3,0,0,0,3.75,7.25,8,6.8,9.8,6.8,15.55
'32002450,6.8,6.5,3.2,0,0,0,3.75,5.25,6.25,6.8,10,6.8,16.5
'32002591,6.8,5.5,5.6,0,0,0,4.25,6.5,8.5,6.8,12.4,6.8,17.9
'32001299,6.8,6.5,3.4,0,0,0,3.75,4.25,6,6.8,10.2,6.8,16.7
'32001301,6.8,7.75,2.8,0,0,0,5.5,7.5,9.25,6.8,9.6,6.8,17.35
'32000276,6.8,7.25,3.6,0,0,0,8.25,9.25,8.5,6.8,10.4,6.8,17.65
'32001915,6.8,6,3.6,0,0,0,5,7,9,6.8,10.4,6.8,16.4
'32002023,6.8,6,4.8,0,0,0,3.25,5.25,8.75,6.8,11.6,6.8,17.6
'32001211,6.8,6.5,3.4,0,0,0,3.5,7,8.75,6.8,10.2,6.8,16.7
'32000070,6.6,6.75,3.6,0,0,0,4.25,6.25,9.5,6.6,10.2,6.6,16.95
'32000711,6.6,7.5,4.2,0,0,0,6.5,7.75,9.25,6.6,10.8,6.6,18.3
'32002522,6.6,8,5.4,0,0,0,5.25,5.75,7.75,6.6,12,6.6,20
'32000839,6.6,7,3.6,0,0,0,4.5,7.75,8.75,6.6,10.2,6.6,17.2
'32000952,6.6,6,3.2,0,0,0,9.25,8.5,8,6.6,9.8,6.6,15.8
'32000194,6.6,7.25,3.2,0,0,0,6,8,8.75,6.6,9.8,6.6,17.05
'32002044,6.6,6.25,5.2,0,0,0,6.75,7.75,8,6.6,11.8,6.6,18.05
'32002533,6.6,7.75,4.4,0,0,0,9.75,9.5,8.75,6.6,11,6.6,18.75
'32001193,6.6,6.75,4.2,0,0,0,7.5,6.25,8.75,6.6,10.8,6.6,17.55
'32000503,6.6,5.25,0,0,0,0,7.25,7.25,0,6.6,6.6,6.6,11.85
'32000552,6.6,5.5,2.4,0,0,0,4.25,6.75,7.75,6.6,9,6.6,14.5
'32000965,6.6,7.25,3.4,0,0,0,3.25,6.75,9,6.6,10,6.6,17.25
'32001739,6.6,5,3,0,0,0,7.5,7.5,9.5,6.6,9.6,6.6,14.6
'32000203,6.6,7,3.4,0,0,0,3.25,5.25,7.5,6.6,10,6.6,17
'32000896,6.6,9,4,0,0,0,9.25,9,7,6.6,10.6,6.6,19.6
'32002661,6.6,5.5,2.8,0,0,0,6.75,8.25,8.75,6.6,9.4,6.6,14.9
'32000763,6.6,6,5.2,0,0,0,7.25,8.5,8.5,6.6,11.8,6.6,17.8
'32002070,6.6,6.25,3.8,0,0,0,6.75,5,8.75,6.6,10.4,6.6,16.65
'32002237,6.6,6.25,3.6,0,0,0,7.5,8.5,0,6.6,10.2,6.6,16.45
'32000505,6.6,5.5,0,0,0,0,5,7.5,0,6.6,6.6,6.6,12.1
'32000849,6.6,6.5,2.4,0,0,0,5.5,8.25,7.5,6.6,9,6.6,15.5
'32000442,6.6,7,4.2,0,0,0,0,0,0,6.6,10.8,6.6,17.8
'32000689,6.6,8,4,0,0,0,5.25,7.25,7.75,6.6,10.6,6.6,18.6
'32000905,6.6,7.75,2.4,0,0,0,4,6.75,7.75,6.6,9,6.6,16.75
'32000444,6.6,6.75,2.4,0,0,0,6.5,6.75,8.75,6.6,9,6.6,15.75
'32001315,6.6,8,3.8,0,0,0,8.5,8.25,10,6.6,10.4,6.6,18.4
'32002446,6.6,5,3,0,0,0,4.75,6.75,7.5,6.6,9.6,6.6,14.6
'32001316,6.6,6,3.8,0,0,0,7,7.75,8.5,6.6,10.4,6.6,16.4
'32001771,6.6,5.25,5.4,0,0,0,3.5,6.5,7.25,6.6,12,6.6,17.25
'32002683,6.6,6.75,2.8,0,0,0,3.75,7,8.5,6.6,9.4,6.6,16.15
'32000418,6.6,7.25,2.8,0,0,0,4.25,7.25,8.25,6.6,9.4,6.6,16.65
'32001528,6.6,4.75,3.2,0,0,0,5.25,6.75,8.5,6.6,9.8,6.6,14.55
'32001063,6.6,7,4.8,0,0,0,8.5,8,9.75,6.6,11.4,6.6,18.4
'32001320,6.6,4.25,0,0,0,0,6,7.75,0,6.6,6.6,6.6,10.85
'32001137,6.6,6.25,4.2,0,0,0,2.75,7.25,8.75,6.6,10.8,6.6,17.05
'32000865,6.6,6.5,5.6,0,0,0,6.75,8.25,9.25,6.6,12.2,6.6,18.7
'32001788,6.6,6,3,0,0,0,5.25,6.5,7.75,6.6,9.6,6.6,15.6
'32001536,6.6,7.5,3,0,0,0,6.25,7.75,8.5,6.6,9.6,6.6,17.1
'32000813,6.6,6,1.4,0,0,0,5.75,8,9,6.6,8,6.6,14
'32001141,6.6,7.5,6.8,0,0,0,4.5,6.25,7.5,6.6,13.4,6.6,20.9
'32002357,6.6,7.75,4.6,0,0,0,8.5,7.75,8.25,6.6,11.2,6.6,18.95
'32002465,6.6,8.25,7.4,0,0,0,3.75,5.5,7,6.6,14,6.6,22.25
'32002699,6.6,3.75,2.2,0,0,0,3,5.75,7.25,6.6,8.8,6.6,12.55
'32000911,6.6,8.5,5.2,0,0,0,5.5,7.5,8.75,6.6,11.8,6.6,20.3
'32000814,6.6,7,4.8,0,0,0,6.25,8,9.25,6.6,11.4,6.6,18.4
'32001242,6.6,5.5,2.4,0,0,0,5.5,6.5,7.75,6.6,9,6.6,14.5
'32000696,6.6,7.25,2.6,0,0,0,4.5,9,9,6.6,9.2,6.6,16.45
'32001679,6.6,6.5,2.2,0,0,0,9.25,10,8,6.6,8.8,6.6,15.3
'32002364,6.6,5.5,2.8,0,0,0,6,7,8.25,6.6,9.4,6.6,14.9
'32000510,6.6,5,0,0,0,0,4,6.75,0,6.6,6.6,6.6,11.6
'32001246,6.6,7,4.4,0,0,0,5.5,6.25,8.5,6.6,11,6.6,18
'32002131,6.6,5.5,2.4,0,0,0,3.5,5,8.75,6.6,9,6.6,14.5
'32000917,6.6,8.75,5.2,0,0,0,8.25,8.75,9,6.6,11.8,6.6,20.55
'32001150,6.6,4,3.4,0,0,0,4.25,8.25,8.75,6.6,10,6.6,14
'32002830,6.6,8.25,6.4,0,0,0,5,6.5,8.5,6.6,13,6.6,21.25
'32001464,6.6,3.75,3,0,0,0,4.5,6.25,7,6.6,9.6,6.6,13.35
'32002715,6.6,5,4.4,0,0,0,5.25,7.5,8,6.6,11,6.6,16
'32002833,6.6,5.25,3.2,0,0,0,5.5,7.25,8,6.6,9.8,6.6,15.05
'32002375,6.6,6,2.6,0,0,0,3.25,5.75,8.5,6.6,9.2,6.6,15.2
'32001078,6.6,7.25,3.4,0,0,0,8,7.75,8.25,6.6,10,6.6,17.25
'32000819,6.6,7,3,0,0,0,4.25,6.75,8,6.6,9.6,6.6,16.6
'32000296,6.6,6.75,4,0,0,0,6.75,8,8,6.6,10.6,6.6,17.35
'32002606,6.6,4.5,4,0,0,0,4,4.75,5.25,6.6,10.6,6.6,15.1
'32000337,6.6,5.5,0,0,0,0,4.75,7.25,0,6.6,6.6,6.6,12.1
'32002381,6.6,6.75,1.4,0,0,0,5.25,6,7.75,6.6,8,6.6,14.75
'32000825,6.6,5.75,3,0,0,0,4.5,6,8.5,6.6,9.6,6.6,15.35
'32000926,6.6,5.25,3.8,0,0,0,2.5,6,8.25,6.6,10.4,6.6,15.65
'32001477,6.6,7,3.6,0,0,0,0,0,0,6.6,10.2,6.6,17.2
'32002386,6.6,6,3.2,0,0,0,5.75,7.5,8,6.6,9.8,6.6,15.8
'32000250,6.6,8.75,4.2,0,0,0,8.5,7.75,9,6.6,10.8,6.6,19.55
'32000785,6.6,5,3.2,0,0,0,7.25,8.25,8.25,6.6,9.8,6.6,14.8
'32001709,6.6,7.5,4,0,0,0,4,6.5,8.25,6.6,10.6,6.6,18.1
'32002497,6.6,6,2.6,0,0,0,7,5.25,7,6.6,9.2,6.6,15.2
'32001585,6.6,6.75,5,0,0,0,4,9,9,6.6,11.6,6.6,18.35
'32001838,6.6,7,3,0,0,0,5.25,7.5,8.75,6.6,9.6,6.6,16.6
'32002737,6.6,5,3,0,0,0,4.25,6.75,8.5,6.6,9.6,6.6,14.6
'32002022,6.6,5.75,3.8,0,0,0,3.25,7.25,8.5,6.6,10.4,6.6,16.15
'32001716,6.6,7.75,4.2,0,0,0,5.75,7.75,8.75,6.6,10.8,6.6,18.55
'32000535,6.6,5.5,3.4,0,0,0,7.25,6.75,8.75,6.6,10,6.6,15.5
'32001930,6.6,5.5,2.4,0,0,0,7.75,7.75,8.75,6.6,9,6.6,14.5
'32001171,6.6,5.75,1.8,0,0,0,6,7.25,8.25,6.6,8.4,6.6,14.15
'32000003,6.6,6.25,2.6,0,0,0,4.5,5.5,9.5,6.6,9.2,6.6,15.45
'32000015,6.6,8.25,5.4,0,0,0,7,8.5,9.25,6.6,12,6.6,20.25
'32001278,6.6,7.25,5.8,0,0,0,5.5,6.75,7.5,6.6,12.4,6.6,19.65
'32000013,6.6,7,4.6,0,0,0,2.75,6,5.5,6.6,11.2,6.6,18.2
'32001602,6.6,8.5,3.6,0,0,0,5.25,7.75,8.5,6.6,10.2,6.6,18.7
'32000405,6.4,6,0,0,0,0,4.5,6.5,0,6.4,6.4,6.4,12.4
'32001900,6.4,6.75,5.6,0,0,0,3.5,5.5,7,6.4,12,6.4,18.75
'32001309,6.4,5.25,1.8,0,0,0,5,6.75,7.5,6.4,8.2,6.4,13.45
'32000853,6.4,7.25,3,0,0,0,5.5,9,8,6.4,9.4,6.4,16.65
'32002099,6.4,7.75,6,0,0,0,6,7.25,9,6.4,12.4,6.4,20.15
'32001829,6.4,6.75,6.4,0,0,0,3,7.5,7.75,6.4,12.8,6.4,19.55
'32000956,6.4,6,2.4,0,0,0,4.25,6.25,7.25,6.4,8.8,6.4,14.8
'32001512,6.4,8.25,5.4,0,0,0,7.75,7.25,8.25,6.4,11.8,6.4,20.05
'32001161,6.4,6.25,2,0,0,0,4.5,6.75,8,6.4,8.4,6.4,14.65
'32002264,6.4,6,2,0,0,0,3.75,7.75,7.5,6.4,8.4,6.4,14.4
'32002770,6.4,7,8.8,0,0,0,4.25,6.75,7.75,6.4,15.2,6.4,22.2
'32002443,6.4,5,2.4,0,0,0,4.75,6,7.25,6.4,8.8,6.4,13.8
'32002265,6.4,6,3.8,0,0,0,5,5.75,7.5,6.4,10.2,6.4,16.2
'32001318,6.4,8,4.4,0,0,0,7.75,7.25,8,6.4,10.8,6.4,18.8
'32001613,6.4,7.75,2.8,0,0,0,3.75,6.25,8.25,6.4,9.2,6.4,16.95
'32002271,6.4,7,2.8,0,0,0,4.5,7.75,9.25,6.4,9.2,6.4,16.2
'32001995,6.4,6.75,3.6,0,0,0,7.75,8,9.25,6.4,10,6.4,16.75
'32002273,6.4,7.5,3,0,0,0,6.25,7,9.5,6.4,9.4,6.4,16.9
'32000655,6.4,6,5.4,0,0,0,5.5,7,8.75,6.4,11.8,6.4,17.8
'32000812,6.4,6.75,3.4,0,0,0,7.25,8.25,9.25,6.4,9.8,6.4,16.55
'32001919,6.4,4.5,2.4,0,0,0,4.5,7.5,8,6.4,8.8,6.4,13.3
'32002453,6.4,6.25,5,0,0,0,3,7.5,7.5,6.4,11.4,6.4,17.65
'32000902,6.4,8.25,4,0,0,0,5.5,8.25,9.75,6.4,10.4,6.4,18.65
'32001250,6.4,7.5,4,0,0,0,6,5.5,9,6.4,10.4,6.4,17.9
'32002127,6.4,5.25,2.4,0,0,0,5.75,5.75,8.25,6.4,8.8,6.4,14.05
'32000966,6.4,6.25,2.6,0,0,0,3.25,5.5,7.25,6.4,9,6.4,15.25
'32001327,6.4,6.5,2.8,0,0,0,5,6.5,7,6.4,9.2,6.4,15.7
'32000135,6.4,6,3.4,0,0,0,4.5,7,9.25,6.4,9.8,6.4,15.8
'32000771,6.4,4.5,3,0,0,0,2.75,5,5,6.4,9.4,6.4,13.9
'32000815,6.4,7,3.4,0,0,0,5.75,7.5,8.75,6.4,9.8,6.4,16.8
'32000345,6.4,7,2.6,0,0,0,4.25,6.75,7.5,6.4,9,6.4,16
'32000408,6.4,8.5,4.2,0,0,0,6.75,9.25,9,6.4,10.6,6.4,19.1
'32001344,6.4,5.25,3.4,0,0,0,4.25,7.25,8.5,6.4,9.8,6.4,15.05
'32002695,6.4,5.25,3.4,0,0,0,5.25,7.5,8,6.4,9.8,6.4,15.05
'32000125,6.4,5.25,0,0,0,0,6.25,6.75,0,6.4,6.4,6.4,11.65
'32001349,6.4,5.5,3.4,0,0,0,2.5,4.5,6.75,6.4,9.8,6.4,15.3
'32002142,6.4,7.25,4.6,0,0,0,5.75,7.25,8.75,6.4,11,6.4,18.25
'32000412,6.4,7.25,3.2,0,0,0,5,5.75,8.25,6.4,9.6,6.4,16.85
'32000989,6.4,6.5,4.4,0,0,0,6.5,8,8.5,6.4,10.8,6.4,17.3
'32001044,6.4,7.75,3.4,0,0,0,5.5,7.25,7.75,6.4,9.8,6.4,17.55
'32000778,6.4,7.75,4.8,0,0,0,5.25,6.5,9.25,6.4,11.2,6.4,18.95
'32002152,6.4,5.25,3.2,0,0,0,5,6.75,8.75,6.4,9.6,6.4,14.85
'32000824,6.4,6,3,0,0,0,3,7.25,8.5,6.4,9.4,6.4,15.4
'32000067,6.4,6.5,2.8,0,0,0,6,8,8.25,6.4,9.2,6.4,15.7
'32002382,6.4,5.25,4,0,0,0,6,7.5,8.5,6.4,10.4,6.4,15.65
'32000557,6.4,5.25,3,0,0,0,5.75,7.5,8.75,6.4,9.4,6.4,14.65
'32000700,6.4,7,6.6,0,0,0,5.75,5.75,9.25,6.4,13,6.4,20
'32000594,6.4,5,0,0,0,0,4.5,7,0,6.4,6.4,6.4,11.4
'32000558,6.4,7.75,5,0,0,0,7.5,8.75,9,6.4,11.4,6.4,19.15
'32002175,6.4,7.5,0,0,0,0,7.75,0,0,6.4,6.4,6.4,13.9
'32000455,6.4,6,5.4,0,0,0,7.25,8,8.75,6.4,11.8,6.4,17.8
'32001952,6.4,6.25,3.8,0,0,0,5.25,6,8.75,6.4,10.2,6.4,16.45
'32001287,6.4,6,6,0,0,0,5.5,8,8.5,6.4,12.4,6.4,18.4
'32001476,6.4,6.75,3.2,0,0,0,4.75,7.25,8.25,6.4,9.6,6.4,16.35
'32002493,6.4,6.5,3.4,0,0,0,3.75,5,7.5,6.4,9.8,6.4,16.3
'32000320,6.4,6.5,3.8,0,0,0,7,7.25,8.75,6.4,10.2,6.4,16.7
'32002397,6.4,5,2.6,0,0,0,5,4.5,6,6.4,9,6.4,14
'32000182,6.4,5.25,2.2,0,0,0,5.25,6.75,6.75,6.4,8.6,6.4,13.85
'32001873,6.4,4,2.8,0,0,0,3.75,6,6.75,6.4,9.2,6.4,13.2
'32001138,6.4,7.25,3,0,0,0,3.75,7,8.5,6.4,9.4,6.4,16.65
'32000633,6.4,8.75,8.8,0,0,0,6.25,6.5,8.5,6.4,15.2,6.4,23.95
'32000084,6.4,5,2.2,0,0,0,3.5,6.75,7.25,6.4,8.6,6.4,13.6
'32002502,6.4,5.5,3.4,0,0,0,6.75,7,8.75,6.4,9.8,6.4,15.3
'32001578,6.4,7.5,4.2,0,0,0,6,7.75,8.25,6.4,10.6,6.4,18.1
'32000571,6.4,6.75,4.4,0,0,0,6.75,6.75,9.25,6.4,10.8,6.4,17.55
'32002061,6.4,6.25,2.6,0,0,0,6,5,8.5,6.4,9,6.4,15.25
'32000355,6.4,6,5,0,0,0,7.75,7.25,9.75,6.4,11.4,6.4,17.4
'32001143,6.4,7.25,3.8,0,0,0,6.75,7.25,8,6.4,10.2,6.4,17.45
'32000612,6.4,5.5,0,0,0,0,3.75,6.25,0,6.4,6.4,6.4,11.9
'32001300,6.4,6,4.2,0,0,0,5.75,6.75,7.25,6.4,10.6,6.4,16.6
'32002414,6.4,5.75,2.8,0,0,0,4.25,5.25,8.5,6.4,9.2,6.4,14.95
'32000936,6.4,8,5,0,0,0,7.75,7.5,8.5,6.4,11.4,6.4,19.4
'32000261,6.4,3.25,2.6,0,0,0,3,6.5,8.25,6.4,9,6.4,12.25
'32000646,6.4,5.75,3,0,0,0,5.25,8,8.25,6.4,9.4,6.4,15.15
'32001232,6.4,6,3.4,0,0,0,3.25,7,6.5,6.4,9.8,6.4,15.8
'32002644,6.4,6.25,2.8,0,0,0,3.5,6,7,6.4,9.2,6.4,15.45
'32002082,6.4,6.25,4.4,0,0,0,5.5,7.25,9.25,6.4,10.8,6.4,17.05
'32001593,6.4,7.25,2,0,0,0,5.5,7,8.25,6.4,8.4,6.4,15.65
'32002752,6.4,6,2,0,0,0,6.25,7.75,8.5,6.4,8.4,6.4,14.4
'32002647,6.4,5.5,4.6,0,0,0,4.25,7,8,6.4,11,6.4,16.5
'32002424,6.4,6.5,5.2,0,0,0,6.75,7.25,9.75,6.4,11.6,6.4,18.1
'32001712,6.4,5,2.4,0,0,0,4.5,6,8.5,6.4,8.8,6.4,13.8
'32000273,6.4,7,2.8,0,0,0,4.5,6.5,8,6.4,9.2,6.4,16.2
'32000983,6.2,5.75,3.2,0,0,0,3,5.75,7.25,6.2,9.4,6.2,15.15
'32000382,6.2,7,3.4,0,0,0,7,8,8.25,6.2,9.6,6.2,16.6
'32000068,6.2,7.5,3.4,0,0,0,5.25,6.5,8.25,6.2,9.6,6.2,17.1
'32000687,6.2,6.5,3.8,0,0,0,3.25,5.5,7.25,6.2,10,6.2,16.5
'32001888,6.2,6.75,5,0,0,0,8,8.25,9.5,6.2,11.2,6.2,17.95
'32000390,6.2,8.25,5.6,0,0,0,5.25,7.75,8.75,6.2,11.8,6.2,20.05
'32001570,6.2,5.75,3.2,0,0,0,2.5,4.5,7.5,6.2,9.4,6.2,15.15
'32001571,6.2,5.75,2.6,0,0,0,5.5,7,8.5,6.2,8.8,6.2,14.55
'32000173,6.2,6.75,3,0,0,0,6.75,6.25,7.75,6.2,9.2,6.2,15.95
'32000921,6.2,8,3,0,0,0,8.25,8.25,9.25,6.2,9.2,6.2,17.2
'32001482,6.2,6.75,3.6,0,0,0,6.5,7.5,8.25,6.2,9.8,6.2,16.55
'32001804,6.2,7.25,3.2,0,0,0,5.25,6,8.25,6.2,9.4,6.2,16.65
'32000828,6.2,6.75,3.6,0,0,0,5.25,7.25,9.25,6.2,9.8,6.2,16.55
'32002278,6.2,4.25,3,0,0,0,3.25,5.5,5.25,6.2,9.2,6.2,13.45
'32002122,6.2,6.75,6,0,0,0,6,7,8,6.2,12.2,6.2,18.95
'32000735,6.2,7.75,5,0,0,0,7,9.25,8.25,6.2,11.2,6.2,18.95
'32000166,6.2,5.25,2.4,0,0,0,3.5,6,9,6.2,8.6,6.2,13.85
'32001691,6.2,8.5,5.8,0,0,0,4.25,5.75,6.25,6.2,12,6.2,20.5
'32000116,6.2,4.5,3.4,0,0,0,4,6.5,6.75,6.2,9.6,6.2,14.1
'32001816,6.2,5.75,2.4,0,0,0,6.75,8.25,8.75,6.2,8.6,6.2,14.35
'32000662,6.2,7,4.8,0,0,0,4.25,8.25,9.75,6.2,11,6.2,18
'32001583,6.2,6.25,2.8,0,0,0,4,6.5,8.25,6.2,9,6.2,15.25
'32001584,6.2,5.25,3.4,0,0,0,2.5,6.25,8.25,6.2,9.6,6.2,14.85
'32001700,6.2,6,4.2,0,0,0,7,5.75,8.75,6.2,10.4,6.2,16.4
'32001491,6.2,7.75,2,0,0,0,4.25,7.25,8.25,6.2,8.2,6.2,15.95
'32001586,6.2,6.5,3,0,0,0,4.5,6.25,9.25,6.2,9.2,6.2,15.7
'32001918,6.2,6,2.2,0,0,0,4.75,7,8.5,6.2,8.4,6.2,14.4
'32000540,6.2,6.25,3.2,0,0,0,5.75,8.25,9,6.2,9.4,6.2,15.65
'32000433,6.2,7,4.2,0,0,0,5.5,7.75,8.5,6.2,10.4,6.2,17.4
'32001311,6.2,8.25,4.2,0,0,0,4.75,7.25,7.75,6.2,10.4,6.2,18.65
'32000351,6.2,5.75,7.2,0,0,0,6.75,7,9,6.2,13.4,6.2,19.15
'32002378,6.2,5.75,2.6,0,0,0,2.75,6,7,6.2,8.8,6.2,14.55
'32000625,6.2,4.5,4.4,0,0,0,4.5,5.25,8.25,6.2,10.6,6.2,15.1
'32000841,6.2,7.25,3.8,0,0,0,9.25,9,8.25,6.2,10,6.2,17.25
'32002803,6.2,5.5,2.8,0,0,0,4.25,5.75,7,6.2,9,6.2,14.5
'32000626,6.2,7.25,3,0,0,0,6.5,6.5,8.25,6.2,9.2,6.2,16.45
'32002806,6.2,7,3.6,0,0,0,3.75,6.5,7,6.2,9.8,6.2,16.8
'32002808,6.2,5.5,2.4,0,0,0,3,6.75,9.25,6.2,8.6,6.2,14.1
'32000940,6.2,7.75,3.4,0,0,0,4,4.75,6.25,6.2,9.6,6.2,17.35
'32001158,6.2,0,2,0,0,0,3.75,0,0,6.2,8.2,6.2,8.2
'32000485,6.2,6,0,0,0,0,5.5,7.75,0,6.2,6.2,6.2,12.2
'32002706,6.2,5.75,2.2,0,0,0,4.75,7,6.25,6.2,8.4,6.2,14.15
'32000950,6.2,6.25,2.6,0,0,0,7,7.75,8.75,6.2,8.8,6.2,15.05
'32001516,6.2,6.5,2.2,0,0,0,6.25,6.75,8,6.2,8.4,6.2,14.9
'32000438,6.2,7.5,4.6,0,0,0,4.75,7.75,9.25,6.2,10.8,6.2,18.3
'32002816,6.2,6.75,3.2,0,0,0,3.75,6.25,9,6.2,9.4,6.2,16.15
'32000244,6.2,6.5,2.6,0,0,0,3,6,8.25,6.2,8.8,6.2,15.3
'32000195,6.2,6,1.2,0,0,0,3.25,7.75,8,6.2,7.4,6.2,13.4
'32000286,6.2,5.5,2.8,0,0,0,3.5,5.25,8.25,6.2,9,6.2,14.5
'32002821,6.2,8.5,5.2,0,0,0,9,8.25,8.25,6.2,11.4,6.2,19.9
'32000340,6.2,5.25,3.6,0,0,0,3.5,7.5,8.75,6.2,9.8,6.2,15.05
'32001625,6.2,6.25,2.8,0,0,0,5.25,5.75,6.5,6.2,9,6.2,15.25
'32001626,6.2,6,2.8,0,0,0,4.5,7.5,7.5,6.2,9,6.2,15
'32001437,6.2,6.75,6.2,0,0,0,5,7.25,8.75,6.2,12.4,6.2,19.15
'32002829,6.2,5.5,3,0,0,0,7.5,5.75,8.5,6.2,9.2,6.2,14.7
'32002399,6.2,6.25,3,0,0,0,8.25,8.75,9.25,6.2,9.2,6.2,15.45
'32001100,6.2,6,3.4,0,0,0,4.25,7.75,9,6.2,9.6,6.2,15.6
﻿'32000001,6.2,5.75,2.4,0,0,0,4.75,6.75,8,6.2,8.6,6.2,14.35
'32002043,6.2,6.5,5.4,0,0,0,5.25,6.75,7.25,6.2,11.6,6.2,18.1
'32000446,6.2,6.75,2.8,0,0,0,5.25,7,8.75,6.2,9,6.2,15.75
'32000453,6.2,6.25,2.4,0,0,0,3,4.75,7.25,6.2,8.6,6.2,14.85
'32000171,6.2,5.5,2.8,0,0,0,4.5,5.75,7,6.2,9,6.2,14.5
'32000772,6.2,6.25,6.2,0,0,0,5.25,8,9,6.2,12.4,6.2,18.65
'32000817,6.2,5.75,4.2,0,0,0,5.75,5.25,8.25,6.2,10.4,6.2,16.15
'32002054,6.2,7.25,7.8,0,0,0,7.75,5,7.25,6.2,14,6.2,21.25
'32002211,6.2,6,0,0,0,0,4.5,0,0,6.2,6.2,6.2,12.2
'32002055,6.2,7,4.2,0,0,0,5.5,5.5,8.25,6.2,10.4,6.2,17.4
'32002057,6.2,6,4.2,0,0,0,5,6.25,6.25,6.2,10.4,6.2,16.4
'32001747,6.2,6.75,3.4,0,0,0,7.75,8.25,8.5,6.2,9.6,6.2,16.35
'32000378,6.2,7.5,3.8,0,0,0,4.75,5.75,8,6.2,10,6.2,17.5
'32002418,6.2,5.5,5.6,0,0,0,4.75,8,6.75,6.2,11.8,6.2,17.3
'32001120,6.2,6,2.4,0,0,0,7,7,9.5,6.2,8.6,6.2,14.6
'32001121,6.2,5.5,3.6,0,0,0,3.75,6.25,8.75,6.2,9.8,6.2,15.3
'32002421,6.2,6,5.2,0,0,0,4,8.25,7.5,6.2,11.4,6.2,17.4
'32001646,6.2,6.25,3.8,0,0,0,5.5,7.25,8.25,6.2,10,6.2,16.25
'32001123,6.2,4.75,0,0,0,0,5.75,0,0,6.2,6.2,6.2,10.95
'32002529,6.2,5,3.2,0,0,0,3.75,7,6,6.2,9.4,6.2,14.4
'32000324,6.2,6.75,2.4,0,0,0,4.5,6.5,8.25,6.2,8.6,6.2,15.35
'32000972,6.2,6.5,5.4,0,0,0,2,2.25,2.75,6.2,11.6,6.2,18.1
'32000975,6.2,5.75,3,0,0,0,4.5,6,7.25,6.2,9.2,6.2,14.95
'32000525,6.2,4.75,2.6,0,0,0,5,5.75,6.5,6.2,8.8,6.2,13.55
'32000913,6.2,7.5,4.4,0,0,0,5.25,6.5,9.75,6.2,10.6,6.2,18.1
'32001206,6.2,5.75,3.8,0,0,0,2.75,6.75,8,6.2,10,6.2,15.75
'32002653,6.2,6,2.8,0,0,0,4.5,7.25,7.5,6.2,9,6.2,15
'32002430,6.2,6.25,3,0,0,0,3.25,6,7.75,6.2,9.2,6.2,15.45
'32001388,6.2,6.5,3,0,0,0,4.75,8,8.25,6.2,9.2,6.2,15.7
'32001668,6.2,7,6,0,0,0,3,5.75,8.5,6.2,12.2,6.2,19.2
'32002514,6,6.5,2.6,0,0,0,6,6,7.25,6,8.6,6,15.1
'32000388,6,5,0,0,0,0,5,6.5,0,6,6,6,11
'32001654,6,6,3.2,0,0,0,4,6,7.25,6,9.2,6,15.2
'32000985,6,5,2.4,0,0,0,6.75,7.25,8.25,6,8.4,6,13.4
'32000838,6,6.75,4,0,0,0,4,6,6.5,6,10,6,16.75
'32000248,6,6.75,2.8,0,0,0,5.25,8,8.75,6,8.8,6,15.55
